track_id,track_name,artist_name,genre,danceability,energy,valence,acousticness,instrumentalness,liveness,speechiness,tempo,loudness,preview_url
electronic_0000,Electronic Track 000,Electronic Artist 00,electronic,0.8895399814215725,0.7251124257891868,0.7224914783821523,0.459791747204774,0.003119896199870793,0.42042689701899744,0.14291436346837402,146.29442797458273,-9.707336909289356,
electronic_0001,Electronic Track 001,Electronic Artist 00,electronic,0.7464762269950592,0.6471515701642545,0.3767017756956369,0.00809928637875822,0.0225351793091008,0.041461861440288274,0.03650217745766776,159.0381655298035,-8.357949941848835,
electronic_0002,Electronic Track 002,Electronic Artist 00,electronic,0.8294539486563093,0.4935453264815778,0.4602358006044598,0.34224159962573686,0.17291261446479925,0.0696109011102478,0.01041217871635589,144.5283149893059,-9.52786545460145,
electronic_0003,Electronic Track 003,Electronic Artist 00,electronic,0.8192260992751823,0.7086989183102478,0.6656567609163471,0.06396854394831647,0.030658289926185862,0.41913685592834715,0.11937963017105126,138.6770642398715,-6.848800531478112,
electronic_0004,Electronic Track 004,Electronic Artist 00,electronic,0.8038092404656463,0.695801334793928,0.25472516211916596,0.2793503045276757,0.022784722173094327,0.19445803149296775,0.006198069504904721,93.34344455068101,-5.287933380090451,
electronic_0005,Electronic Track 005,Electronic Artist 00,electronic,0.94428478434307,0.9109798194195771,0.7460995153938419,0.29088624611658015,0.14644517875685611,0.04821825615015612,0.005253445264382631,87.02262072783121,-12.045585171506549,
electronic_0006,Electronic Track 006,Electronic Artist 00,electronic,0.9337536151351877,0.9941232051427481,0.5641577732523265,0.3190740374324479,0.22108349500820468,0.08169776778123335,0.05917430710218136,140.27667298908636,-9.014825882057764,
electronic_0007,Electronic Track 007,Electronic Artist 00,electronic,0.8114790277535355,0.49462491745354753,0.8093481558146726,0.39906962807857677,0.2113123721307875,0.031176618830087283,0.006408342284014109,95.36217911899075,-9.406676765621238,
electronic_0008,Electronic Track 008,Electronic Artist 00,electronic,0.9481562964782904,0.8091751997387432,0.4634527551712514,0.22577895801462589,0.057409607462747765,0.013991059214862099,0.02069493969115051,122.91549223073531,-2.6598122434696876,
electronic_0009,Electronic Track 009,Electronic Artist 00,electronic,0.7791266260844132,0.2720683114385754,0.6560139476555286,0.22866576671933453,0.05855757043222116,0.08777433669121823,0.09712695815046839,125.2114109402374,-7.782894479911436,
electronic_0010,Electronic Track 010,Electronic Artist 00,electronic,0.5513720298581342,0.7452275024191409,0.5932506461870257,0.5581777634388951,0.023479629147820463,0.08067265313683634,0.33952295860922077,110.74719794731107,-4.584272012915665,
electronic_0011,Electronic Track 011,Electronic Artist 00,electronic,0.6590290391507898,0.6104395009277501,0.7500909882956347,0.09061050288324028,0.11510778749285232,0.011355499057394514,0.14429158353970375,90.26498289634073,-9.651931372490534,
electronic_0012,Electronic Track 012,Electronic Artist 00,electronic,0.8339511911122697,0.6593743822590842,0.23885404516545078,0.2287273809730878,0.4140515726706461,0.017753329612713472,0.03337059471961374,92.38865392468423,-8.855631097919138,
electronic_0013,Electronic Track 013,Electronic Artist 00,electronic,0.8978570517947551,0.9378949099653584,0.695818595493633,0.24669465944915456,0.3412684837791784,0.2768129313178112,0.08021359355863078,83.36538009541371,-12.51773512972025,
electronic_0014,Electronic Track 014,Electronic Artist 00,electronic,0.8930718191863656,0.8034572411819735,0.6351084270760928,0.2940992668521699,0.0160495352153924,0.1306994864748289,0.0004059549641437602,141.7272401121459,-6.835634554432409,
electronic_0015,Electronic Track 015,Electronic Artist 01,electronic,0.6496403150697064,0.9388825306177558,0.8715232455331241,0.49233333961467446,0.2058536327498686,0.12585285771633217,0.1513564861970721,141.0176844798457,-0.29218666591500053,
electronic_0016,Electronic Track 016,Electronic Artist 01,electronic,0.7856456637595981,0.6143274904156519,0.3843068254823848,0.10710499688508027,0.23757378790325995,0.08381223892665245,0.0688124722113268,111.29135377057334,-12.844340015289884,
electronic_0017,Electronic Track 017,Electronic Artist 01,electronic,0.8151658481467268,0.5766571873080972,0.794979600178876,0.2823064217080823,0.46163436191820345,0.295621186156061,0.03698299171978934,131.25065348805924,-7.7767498680961165,
electronic_0018,Electronic Track 018,Electronic Artist 01,electronic,0.7014488794704232,0.47732749955654435,0.48176671054525533,0.3225156666470254,0.12661685046534832,0.012267383681918745,0.07636245724141742,120.58940840343071,-3.4817906663229703,
electronic_0019,Electronic Track 019,Electronic Artist 01,electronic,0.8271905203271489,0.9070404883788815,0.8145636797015023,0.07848994865575547,0.24919922986305432,0.24215400568414977,0.1955692769469309,132.42133521656933,0.0,
electronic_0020,Electronic Track 020,Electronic Artist 01,electronic,0.8999246714970434,0.9544018152325078,0.7898803879685045,0.5060550194287161,0.1295121039914152,0.004392492505302839,0.05012855585456877,75.97848499019912,-14.296286718925888,
electronic_0021,Electronic Track 021,Electronic Artist 01,electronic,0.8700226358711287,0.6753842750298196,0.5976437167589792,0.16017517544400453,0.0364677005144855,0.11702635423877913,0.007136882319191783,119.27601151730678,-9.976081320902104,
electronic_0022,Electronic Track 022,Electronic Artist 01,electronic,1.0,0.864105424017242,0.1344686309353264,0.3372883453936939,0.0038516414312211567,0.3944855907922322,0.144621411369205,71.26429394546511,-10.43291249547567,
electronic_0023,Electronic Track 023,Electronic Artist 01,electronic,1.0,0.6898355235929339,0.5100736805676717,0.5162650666153752,0.04926183920834939,0.3717724198267568,0.10712139239001811,177.42037351635372,-3.576632009905642,
electronic_0024,Electronic Track 024,Electronic Artist 01,electronic,0.6072882047664381,0.6628378668840748,0.858720452821057,0.17902257346837888,0.10147769486958498,0.07697403985132455,0.015215577024017999,170.41615905322453,-15.080853971919066,
electronic_0025,Electronic Track 025,Electronic Artist 01,electronic,0.6379730021769183,1.0,0.871118037573272,0.28759857608191464,0.2912024179763158,0.12899697168659974,0.014228229501384587,123.57367147605716,-9.78082413320342,
electronic_0026,Electronic Track 026,Electronic Artist 01,electronic,0.8297722918986026,0.6806435525648832,0.6049738159552746,0.4361117584814985,0.42571907193494984,0.05855130328202245,0.2599273489205403,177.11689396525506,-9.34844451099897,
electronic_0027,Electronic Track 027,Electronic Artist 01,electronic,0.8490637565800008,0.9092982840935998,0.477803455298107,0.20007969813563004,0.314912372113042,0.15939522945172804,0.13015966447951827,94.78813969418198,-9.628687952748484,
electronic_0028,Electronic Track 028,Electronic Artist 01,electronic,0.9246211047172566,0.8598666477780237,0.5754016493278874,0.35134810513413,0.29322587357493735,0.06724267313305916,0.11118277731963688,150.53424489690968,-9.050078340530924,
electronic_0029,Electronic Track 029,Electronic Artist 01,electronic,0.8566272278361452,0.7521863716331806,0.7848054984742974,0.1329615624634706,0.0016345209922763216,0.2829488756354944,0.00765804884387802,127.07665786967638,-7.994543606597201,
electronic_0030,Electronic Track 030,Electronic Artist 02,electronic,0.8335794350989805,0.8571282645786444,0.399991449688636,0.4389691125157276,0.2352293124331723,0.187059723821849,0.007650955723225556,84.49350686202138,-10.156756996749285,
electronic_0031,Electronic Track 031,Electronic Artist 02,electronic,0.8187656135255869,0.3737968052465497,0.9694949336446781,0.16384403366000622,0.21501458206186405,0.1155486815697642,0.008528696979630835,124.85906399104424,-9.426384066410293,
electronic_0032,Electronic Track 032,Electronic Artist 02,electronic,0.7540546372134348,0.7917689887243745,0.26142144487058866,0.11303725235183981,0.22518638106819383,0.09808324890737916,0.0441626500243979,156.0831182549488,-8.64883211988997,
electronic_0033,Electronic Track 033,Electronic Artist 02,electronic,0.8193612039413585,0.6271783317983723,0.5693969931821211,0.37395321596022263,0.07046948668804008,0.040376298890467045,0.16236020305361837,124.27458949069167,-7.452148877029179,
electronic_0034,Electronic Track 034,Electronic Artist 02,electronic,0.8336746537968364,0.610858238906016,0.5853922383369674,0.38703174812771224,0.13167387927086333,0.2777079323379177,0.003720916939478478,170.07907618163404,-7.921541355392138,
electronic_0035,Electronic Track 035,Electronic Artist 02,electronic,0.9566832777073544,0.48848709736697504,0.752481410401117,0.38920956160019465,0.012138342664977719,0.43979521470270805,0.3427092460442031,127.56916732176046,-0.3705508109796325,
electronic_0036,Electronic Track 036,Electronic Artist 02,electronic,0.953059337346047,0.6461573419807675,0.3823487723033612,0.26971071099861876,0.40485275423206774,0.2412470856056304,0.003701835092249823,159.34644151202963,-7.779722240009244,
electronic_0037,Electronic Track 037,Electronic Artist 02,electronic,0.7804890335417904,0.803185954396173,0.3385839089153351,0.3238237779748444,0.09486233567096602,0.06430019235928187,0.025551111372004897,118.14682359210913,-7.32147374369398,
electronic_0038,Electronic Track 038,Electronic Artist 02,electronic,0.7569908339929058,0.8621129878225497,0.34512350553582916,0.3940450332486629,0.14440056521146075,0.05321045547565273,0.009643129711877542,132.99377067930573,-6.5791319928841725,
electronic_0039,Electronic Track 039,Electronic Artist 02,electronic,1.0,0.7706750642785012,0.9212778280412536,0.1990739750622978,0.07749709709821755,0.017266554646835873,0.002336401714567575,136.07052658838413,-2.2992000813770757,
electronic_0040,Electronic Track 040,Electronic Artist 02,electronic,0.6849107155187854,0.8734892627997191,0.8128533871069092,0.038050395780764926,0.10822875421084817,0.1837046085263642,0.04040641050393438,114.16182101082812,-3.770119968425692,
electronic_0041,Electronic Track 041,Electronic Artist 02,electronic,0.8662980779889504,0.7473507134457114,0.7552091945331918,0.40968708035661794,0.059792404815074966,0.12041835287491914,0.021970277417248236,128.26475089071175,-11.07154318804395,
electronic_0042,Electronic Track 042,Electronic Artist 02,electronic,0.7480586315728628,0.5593415660599887,0.5662105985999022,0.4615574755647275,0.02775710160983713,0.039185774235737464,0.015584945398648636,104.68120225687913,-12.94953770308359,
electronic_0043,Electronic Track 043,Electronic Artist 02,electronic,0.7931854046521389,0.7603453205443734,0.07778345219102445,0.24432938961215483,0.012794314556450139,0.24817616381857086,0.20293548371031425,114.85481460865677,-8.339684478226248,
electronic_0044,Electronic Track 044,Electronic Artist 02,electronic,0.9059833380060794,0.886351387808515,0.4632897475256839,0.07951843029165379,0.09313366638313764,0.16514747284678108,0.002989836185718277,109.29972059071858,-4.264672048960451,
electronic_0045,Electronic Track 045,Electronic Artist 03,electronic,0.6816889815884841,0.7551517007222087,0.7930970943869726,0.12637554783582539,0.041653920489097995,0.03764095342542526,0.03789319878419776,99.89595924120925,-11.6098824137347,
electronic_0046,Electronic Track 046,Electronic Artist 03,electronic,1.0,0.9086951562509011,0.5782460189103441,0.26988028525444707,0.08475519740744732,0.016378160007517465,0.026700974420936312,146.40691539524434,-2.1962186434714566,
electronic_0047,Electronic Track 047,Electronic Artist 03,electronic,0.6366490993983341,0.40552003555169586,0.7870826071733045,0.25604386188188655,0.02488324388847388,0.033876821927416916,0.014013189996343522,101.41297012131166,-10.7831649247833,
electronic_0048,Electronic Track 048,Electronic Artist 03,electronic,0.8267930279122757,0.6004289790460132,0.6395005016715645,0.22370399207311478,0.2547994551054269,0.035793010024020556,0.014991962622919002,115.62255269011669,-5.49239688340457,
electronic_0049,Electronic Track 049,Electronic Artist 03,electronic,0.849050487922279,1.0,0.9363146741962084,0.49825435083613734,0.08312168251047458,0.08501819551736382,0.022209006685568466,125.2722300482015,-10.936403175396752,
electronic_0050,Electronic Track 050,Electronic Artist 03,electronic,0.9094029442288323,0.45092638879158725,0.5654624442975903,0.11056997422437705,0.009820838815878733,0.5521441573674389,0.03113040180155362,106.59111614621257,-9.787480979806261,
electronic_0051,Electronic Track 051,Electronic Artist 03,electronic,0.9264351532489504,0.9491392388691197,0.7497603928462939,0.06872835780925292,0.3978834072331171,0.21307284853701575,0.2682541111532553,128.39208445439664,-9.795143709520119,
electronic_0052,Electronic Track 052,Electronic Artist 03,electronic,0.832122570246206,0.7219780976294257,0.8369120535651575,0.3658438335219261,0.026916698483992606,0.20221239390768103,0.08753709112127751,134.47319851689798,-15.890804896360732,
electronic_0053,Electronic Track 053,Electronic Artist 03,electronic,0.87050897945428,0.7013634026380431,0.78847572628551,0.14445647214366047,0.05379679131459631,0.16521327755243273,0.05588822525564768,127.15396646539655,-8.332582009473684,
electronic_0054,Electronic Track 054,Electronic Artist 03,electronic,0.9361167813656884,0.3519956443785807,0.6318352027838845,0.3634141606811382,0.02249652309246387,0.18960016748163203,0.07742204060502819,133.93022688514998,-3.829496369753558,
electronic_0055,Electronic Track 055,Electronic Artist 03,electronic,0.8314876819613917,0.6622688956941934,0.6688405229094472,0.16542951424903027,0.12655703345792144,0.17248964590317345,0.16749338755087503,147.05111843922117,-9.438062315648038,
electronic_0056,Electronic Track 056,Electronic Artist 03,electronic,0.782217509058928,0.5738225311591847,0.4822554827832554,0.23745268356673735,0.17760025636314253,0.09389629214347658,0.023206695940752795,145.25960853056347,-11.521864530818798,
electronic_0057,Electronic Track 057,Electronic Artist 03,electronic,0.7481919875040017,0.7807069566445554,0.7638243876369788,0.3820298987302364,0.1323666913662831,0.08459933289518128,0.07562754544024582,121.06305424893701,-4.74208682918497,
electronic_0058,Electronic Track 058,Electronic Artist 03,electronic,0.8873412924431399,0.7902991243702436,0.40609561980203135,0.502690059778587,0.4085515328643712,0.3117451455664941,0.04794914370428941,170.83118713947863,0.0,
electronic_0059,Electronic Track 059,Electronic Artist 03,electronic,0.8933533733950911,0.6441443712633805,0.5506518112638603,0.49637810293911083,0.07616671422820172,0.0925059628948658,0.20191403809224334,81.88109480725049,-12.421299333841741,
electronic_0060,Electronic Track 060,Electronic Artist 04,electronic,0.772990142099382,1.0,0.5228899027000069,0.07584799029290576,0.36949391028792195,0.05400414996476739,0.06951219070282176,81.06393873434554,-11.365330248072484,
electronic_0061,Electronic Track 061,Electronic Artist 04,electronic,0.8923337032107371,0.6061600972514523,0.5438021552290668,0.24946717331931528,0.20792043828239984,0.028272340590031583,0.18266518854493044,101.93746380735338,-9.57806397671349,
electronic_0062,Electronic Track 062,Electronic Artist 04,electronic,0.8154145421697602,0.6521835411959223,0.4231739278110238,0.17789085309952754,0.0768147301912382,0.09841961485654496,0.013496240540876439,65.0,-6.398599396159822,
electronic_0063,Electronic Track 063,Electronic Artist 04,electronic,0.784325022427869,0.7230219659827569,0.6961082474049654,0.5602113740949868,0.025467540494926593,0.15104199118236547,0.08605198258540286,138.20681779321058,-11.79039673062547,
electronic_0064,Electronic Track 064,Electronic Artist 04,electronic,0.7465671627208317,0.8380874210210253,0.31113188204377196,0.29367897411409605,0.2659876499963346,0.06073709873701061,0.0882301422723676,91.66841431209873,-9.997486608846476,
electronic_0065,Electronic Track 065,Electronic Artist 04,electronic,0.6887702044887349,0.449439749027688,0.968231125537798,0.14366589007909442,0.04680925647229093,0.11742746946565051,0.042130883142384896,65.0,-1.0534658004978548,
electronic_0066,Electronic Track 066,Electronic Artist 04,electronic,0.8495424454083665,0.7325916398633294,0.460117800902031,0.23966185795139228,0.0830634928887911,0.002727070737304814,0.025032043822118936,117.13316898217595,0.0,
electronic_0067,Electronic Track 067,Electronic Artist 04,electronic,0.9141160198179281,0.637886189441769,0.48800853251796017,0.09200742780395739,0.36853327915403356,0.01503372526154436,0.06873925350945247,129.4310771600052,-13.969817696103792,
