track_id,track_name,artist_name,genre,danceability,energy,valence,acousticness,instrumentalness,liveness,speechiness,tempo,loudness,preview_url,x,y
electronic_8921,Digital Synthesis,Analog Soul,electronic,0.8895399814215725,0.7251124257891868,0.7224914783821523,0.459791747204774,0.0031198961998707,0.4204268970189974,0.142914363468374,146.29442797458273,-9.707336909289356,,8.570174,10.604692
electronic_8790,Waves Circuit,Data Stream,electronic,0.7464762269950592,0.6471515701642545,0.3767017756956369,0.0080992863787582,0.0225351793091008,0.0414618614402882,0.0365021774576677,159.0381655298035,-8.357949941848835,,9.435302,6.4267163
electronic_8696,Digital Delay,Voltage Drop,electronic,0.8294539486563093,0.4935453264815778,0.4602358006044598,0.3422415996257368,0.1729126144647992,0.0696109011102478,0.0104121787163558,144.5283149893059,-9.52786545460145,,7.6483374,6.455487
electronic_7684,Synthesis Matrix,Neural Collective,electronic,0.8192260992751823,0.7086989183102478,0.6656567609163471,0.0639685439483164,0.0306582899261858,0.4191368559283471,0.1193796301710512,138.6770642398715,-6.848800531478112,,8.722748,10.915697
electronic_2035,Digital Amplitude,Bit Shift,electronic,0.8038092404656463,0.695801334793928,0.2547251621191659,0.2793503045276757,0.0227847221730943,0.1944580314929677,0.0061980695049047,93.343444550681,-5.287933380090451,,8.506266,9.274758
electronic_5854,Data Filter,Neural Collective,electronic,0.94428478434307,0.9109798194195772,0.7460995153938419,0.2908862461165801,0.1464451787568561,0.0482182561501561,0.0052534452643826,87.02262072783121,-12.045585171506549,,8.423336,6.7222505
electronic_0837,Data Amplitude,Circuit Theory,electronic,0.9337536151351876,0.994123205142748,0.5641577732523265,0.3190740374324479,0.2210834950082046,0.0816977677812333,0.0591743071021813,140.27667298908636,-9.014825882057764,,8.165083,6.0675926
electronic_8649,Frequency Circuit,Analog Soul,electronic,0.8114790277535355,0.4946249174535475,0.8093481558146726,0.3990696280785767,0.2113123721307875,0.0311766188300872,0.0064083422840141,95.36217911899077,-9.406676765621238,,8.483424,6.339538
electronic_6735,Synthetic Amplitude,Circuit Theory,electronic,0.9481562964782904,0.8091751997387432,0.4634527551712514,0.2257789580146258,0.0574096074627477,0.013991059214862,0.0206949396911505,122.91549223073532,-2.659812243469688,,9.625336,7.0423
electronic_6257,Pulse Signals,Data Stream,electronic,0.7791266260844132,0.2720683114385754,0.6560139476555286,0.2286657667193345,0.0585575704322211,0.0877743366912182,0.0971269581504683,125.2114109402374,-7.782894479911436,,6.5119505,6.5533915
electronic_5293,Signals Circuit,Voltage Drop,electronic,0.5513720298581342,0.7452275024191409,0.5932506461870257,0.5581777634388951,0.0234796291478204,0.0806726531368363,0.3395229586092207,110.74719794731108,-4.584272012915665,,5.598021,5.736243
electronic_7458,Digital Phase,Voltage Drop,electronic,0.6590290391507898,0.6104395009277501,0.7500909882956347,0.0906105028832402,0.1151077874928523,0.0113554990573945,0.1442915835397037,90.26498289634073,-9.651931372490534,,6.5884876,5.655858
electronic_6257,Pulse Signals,Analog Soul,electronic,0.8339511911122697,0.6593743822590842,0.2388540451654507,0.2287273809730878,0.4140515726706461,0.0177533296127134,0.0333705947196137,92.38865392468423,-8.855631097919138,,8.118778,5.1753964
electronic_0174,Synthetic Delay,Binary Echo,electronic,0.8978570517947551,0.9378949099653584,0.695818595493633,0.2466946594491545,0.3412684837791784,0.2768129313178112,0.0802135935586307,83.36538009541371,-12.51773512972025,,7.9202924,5.7796645
electronic_3662,Data Synthesis,Circuit Theory,electronic,0.8930718191863656,0.8034572411819735,0.6351084270760928,0.2940992668521699,0.0160495352153924,0.1306994864748289,0.0004059549641437,141.7272401121459,-6.835634554432409,,9.38255,6.977749
electronic_1110,Digital Filter,Analog Soul,electronic,0.6496403150697064,0.9388825306177558,0.8715232455331241,0.4923333396146744,0.2058536327498686,0.1258528577163321,0.1513564861970721,141.0176844798457,-0.2921866659150005,,10.030806,7.9591827
electronic_0445,Pulse Flow,Bit Shift,electronic,0.7856456637595981,0.6143274904156519,0.3843068254823848,0.1071049968850802,0.2375737879032599,0.0838122389266524,0.0688124722113268,111.29135377057334,-12.844340015289884,,7.497142,6.010814
electronic_8921,Digital Synthesis,Bit Shift,electronic,0.8151658481467268,0.5766571873080972,0.794979600178876,0.2823064217080823,0.4616343619182034,0.295621186156061,0.0369829917197893,131.25065348805924,-7.776749868096116,,8.887623,4.8940544
electronic_8262,Binary Synthesis,Bit Shift,electronic,0.7014488794704232,0.4773274995565443,0.4817667105452553,0.3225156666470254,0.1266168504653483,0.0122673836819187,0.0763624572414174,120.58940840343072,-3.4817906663229703,,8.2890215,8.46617
electronic_7458,Digital Phase,Analog Soul,electronic,0.8271905203271489,0.9070404883788816,0.8145636797015023,0.0784899486557554,0.2491992298630543,0.2421540056841497,0.1955692769469309,132.42133521656933,0.0,,9.852092,8.829055
electronic_0069,Algorithm Current,Digital Phantom,electronic,0.8999246714970434,0.9544018152325078,0.7898803879685045,0.5060550194287161,0.1295121039914152,0.0043924925053028,0.0501285558545687,75.97848499019912,-14.296286718925888,,8.224278,6.995338
electronic_3464,Neon Resonance,Digital Phantom,electronic,0.8700226358711287,0.6753842750298196,0.5976437167589792,0.1601751754440045,0.0364677005144855,0.1170263542387791,0.0071368823191917,119.27601151730678,-9.976081320902104,,8.835478,6.874736
electronic_7804,Current Circuit,Analog Soul,electronic,1.0,0.864105424017242,0.1344686309353264,0.3372883453936939,0.0038516414312211,0.3944855907922322,0.144621411369205,71.26429394546511,-10.43291249547567,,8.80904,10.8539
electronic_1110,Digital Filter,Data Stream,electronic,1.0,0.6898355235929339,0.5100736805676717,0.5162650666153752,0.0492618392083493,0.3717724198267568,0.1071213923900181,177.42037351635372,-3.576632009905642,,8.82295,9.616091
electronic_2643,Data Delay,Bit Shift,electronic,0.6072882047664381,0.6628378668840748,0.858720452821057,0.1790225734683788,0.1014776948695849,0.0769740398513245,0.0152155770240179,170.41615905322453,-15.080853971919066,,7.9532533,7.084045
electronic_5226,Neon Phase,Circuit Theory,electronic,0.6379730021769183,1.0,0.871118037573272,0.2875985760819146,0.2912024179763158,0.1289969716865997,0.0142282295013845,123.57367147605716,-9.78082413320342,,8.760037,5.867328
electronic_0281,Binary Delay,Bit Shift,electronic,0.8297722918986026,0.6806435525648832,0.6049738159552746,0.4361117584814985,0.4257190719349498,0.0585513032820224,0.2599273489205403,177.11689396525506,-9.34844451099897,,7.443052,5.461635
electronic_5981,Pulse Dreams,Bit Shift,electronic,0.8490637565800008,0.9092982840935998,0.477803455298107,0.20007969813563,0.314912372113042,0.159395229451728,0.1301596644795182,94.78813969418198,-9.628687952748484,,7.691049,5.581301
electronic_0564,Synthetic Resonance,Circuit Theory,electronic,0.9246211047172566,0.8598666477780237,0.5754016493278874,0.35134810513413,0.2932258735749373,0.0672426731330591,0.1111827773196368,150.53424489690968,-9.050078340530924,,8.036845,5.8254213
electronic_8262,Binary Synthesis,Bit Shift,electronic,0.8566272278361452,0.7521863716331806,0.7848054984742974,0.1329615624634706,0.0016345209922763,0.2829488756354944,0.007658048843878,127.07665786967638,-7.994543606597201,,9.107519,7.302092
electronic_7026,Pulse Waves,Binary Echo,electronic,0.8335794350989805,0.8571282645786444,0.399991449688636,0.4389691125157276,0.2352293124331723,0.187059723821849,0.0076509557232255,84.49350686202138,-10.156756996749284,,7.7248716,6.3672137
electronic_9571,Delay Matrix,Binary Echo,electronic,0.8187656135255869,0.3737968052465497,0.969494933644678,0.1638440336600062,0.215014582061864,0.1155486815697642,0.0085286969796308,124.85906399104424,-9.426384066410291,,8.406807,6.4258485
electronic_3464,Neon Resonance,Data Stream,electronic,0.7540546372134348,0.7917689887243745,0.2614214448705886,0.1130372523518398,0.2251863810681938,0.0980832489073791,0.0441626500243979,156.0831182549488,-8.64883211988997,,9.280786,6.1876655
electronic_7804,Current Circuit,Analog Soul,electronic,0.8193612039413585,0.6271783317983723,0.5693969931821211,0.3739532159602226,0.07046948668804,0.040376298890467,0.1623602030536183,124.27458949069168,-7.452148877029179,,6.6189346,6.132684
electronic_9259,Filter Matrix,Circuit Theory,electronic,0.8336746537968364,0.610858238906016,0.5853922383369674,0.3870317481277122,0.1316738792708633,0.2777079323379177,0.0037209169394784,170.07907618163404,-7.921541355392138,,9.368945,8.204899
electronic_7026,Pulse Waves,Data Stream,electronic,0.9566832777073544,0.488487097366975,0.752481410401117,0.3892095616001946,0.0121383426649777,0.439795214702708,0.3427092460442031,127.56916732176046,-0.3705508109796325,,8.294581,11.011053
electronic_7687,Data Phase,Voltage Drop,electronic,0.953059337346047,0.6461573419807675,0.3823487723033612,0.2697107109986187,0.4048527542320677,0.2412470856056304,0.0037018350922498,159.34644151202963,-7.779722240009244,,9.091629,5.695698
electronic_7501,Synthetic Synthesis,Data Stream,electronic,0.7804890335417904,0.803185954396173,0.3385839089153351,0.3238237779748444,0.094862335670966,0.0643001923592818,0.0255511113720048,118.14682359210911,-7.32147374369398,,7.5323277,6.949755
electronic_6943,Neon Delay,Circuit Theory,electronic,0.7569908339929058,0.8621129878225497,0.3451235055358291,0.3940450332486629,0.1444005652114607,0.0532104554756527,0.0096431297118775,132.99377067930573,-6.5791319928841725,,7.49865,7.028283
electronic_7458,Digital Phase,Circuit Theory,electronic,1.0,0.7706750642785012,0.9212778280412536,0.1990739750622978,0.0774970970982175,0.0172665546468358,0.0023364017145675,136.07052658838413,-2.299200081377076,,10.010686,7.3453817
electronic_2019,Algorithm Flow,Analog Soul,electronic,0.6849107155187854,0.8734892627997191,0.8128533871069092,0.0380503957807649,0.1082287542108481,0.1837046085263642,0.0404064105039343,114.16182101082812,-3.770119968425692,,9.280392,7.375053
electronic_3662,Data Synthesis,Voltage Drop,electronic,0.8662980779889504,0.7473507134457114,0.7552091945331918,0.4096870803566179,0.0597924048150749,0.1204183528749191,0.0219702774172482,128.26475089071175,-11.07154318804395,,8.280292,7.3069534
electronic_9748,Data Resonance,Digital Phantom,electronic,0.7480586315728628,0.5593415660599887,0.5662105985999022,0.4615574755647275,0.0277571016098371,0.0391857742357374,0.0155849453986486,104.68120225687912,-12.94953770308359,,7.163022,7.6294007
electronic_4838,Digital Resonance,Circuit Theory,electronic,0.7931854046521389,0.7603453205443734,0.0777834521910244,0.2443293896121548,0.0127943145564501,0.2481761638185708,0.2029354837103142,114.85481460865677,-8.339684478226248,,8.866265,10.822438
electronic_5226,Neon Phase,Neural Collective,electronic,0.9059833380060794,0.886351387808515,0.4632897475256839,0.0795184302916537,0.0931336663831376,0.165147472846781,0.0029898361857182,109.29972059071858,-4.264672048960451,,9.514504,6.9465275
